,request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,request_time,drop_time,DayOfWeekNum,DayOfWeek,MonthDayNum,HourOfDay,MinOfDay,duration in minutes,hour
2470,394,Airport,260.0,Trip Completed,2016-11-07 08:22:00,2016-11-07 08:59:00,08:22:00,08:59:00,0,Monday,7,8,22,-37.0,8
2471,1442,Airport,260.0,Trip Completed,2016-12-07 04:49:00,2016-12-07 05:42:00,04:49:00,05:42:00,2,Wednesday,7,4,49,-53.0,4
2472,3274,Airport,260.0,Trip Completed,2016-07-13 10:36:59,2016-07-13 11:35:02,10:36:59,11:35:02,2,Wednesday,13,10,36,-58.05,10
2473,5051,Airport,260.0,Trip Completed,2016-07-14 19:21:59,2016-07-14 20:14:02,19:21:59,20:14:02,3,Thursday,14,19,21,-52.05,19
2474,5345,Airport,260.0,Trip Completed,2016-07-14 22:43:48,2016-07-14 23:40:58,22:43:48,23:40:58,3,Thursday,14,22,43,-57.166666666666664,22
2475,6499,City,260.0,Trip Completed,2016-07-15 20:35:13,2016-07-15 21:17:15,20:35:13,21:17:15,4,Friday,15,20,35,-42.03333333333333,20
2476,273,Airport,261.0,Trip Completed,2016-11-07 06:51:00,2016-11-07 07:55:00,06:51:00,07:55:00,0,Monday,7,6,51,-64.0,6
2477,794,City,261.0,Trip Completed,2016-11-07 17:04:00,2016-11-07 17:52:00,17:04:00,17:52:00,0,Monday,7,17,4,-48.0,17
2478,1044,City,261.0,Trip Completed,2016-11-07 19:35:00,2016-11-07 20:18:00,19:35:00,20:18:00,0,Monday,7,19,35,-43.0,19
2479,1629,Airport,261.0,Trip Completed,2016-12-07 07:04:00,2016-12-07 07:55:00,07:04:00,07:55:00,2,Wednesday,7,7,4,-51.0,7
2480,2050,Airport,261.0,Trip Completed,2016-12-07 14:50:00,2016-12-07 15:37:00,14:50:00,15:37:00,2,Wednesday,7,14,50,-47.0,14
2481,2209,City,261.0,Trip Completed,2016-12-07 17:55:00,2016-12-07 18:40:00,17:55:00,18:40:00,2,Wednesday,7,17,55,-45.0,17
2482,2953,City,261.0,Trip Completed,2016-07-13 06:39:32,2016-07-13 07:55:18,06:39:32,07:55:18,2,Wednesday,13,6,39,-75.76666666666667,6
2483,3508,City,261.0,Trip Completed,2016-07-13 17:41:23,2016-07-13 18:46:32,17:41:23,18:46:32,2,Wednesday,13,17,41,-65.15,17
2484,4674,City,261.0,Trip Completed,2016-07-14 12:37:09,2016-07-14 13:21:51,12:37:09,13:21:51,3,Thursday,14,12,37,-44.7,12
2485,5786,City,261.0,Trip Completed,2016-07-15 08:30:58,2016-07-15 09:32:17,08:30:58,09:32:17,4,Friday,15,8,30,-61.31666666666667,8
2486,6017,Airport,261.0,Trip Completed,2016-07-15 12:38:02,2016-07-15 13:49:54,12:38:02,13:49:54,4,Friday,15,12,38,-71.86666666666666,12
2487,6613,City,261.0,Trip Completed,2016-07-15 21:46:33,2016-07-15 22:26:15,21:46:33,22:26:15,4,Friday,15,21,46,-39.7,21
2488,361,City,262.0,Trip Completed,2016-11-07 08:05:00,2016-11-07 08:48:00,08:05:00,08:48:00,0,Monday,7,8,5,-43.0,8
2489,1101,City,262.0,Trip Completed,2016-11-07 20:07:00,2016-11-07 21:01:00,20:07:00,21:01:00,0,Monday,7,20,7,-54.0,20
2490,1272,Airport,262.0,Trip Completed,2016-11-07 22:00:00,2016-11-07 22:56:00,22:00:00,22:56:00,0,Monday,7,22,0,-56.0,22
2491,2106,City,262.0,Trip Completed,2016-12-07 16:14:00,2016-12-07 16:55:00,16:14:00,16:55:00,2,Wednesday,7,16,14,-41.0,16
2492,2584,Airport,262.0,Trip Completed,2016-12-07 21:43:00,2016-12-07 22:36:00,21:43:00,22:36:00,2,Wednesday,7,21,43,-53.0,21
2493,3305,City,262.0,Trip Completed,2016-07-13 11:53:29,2016-07-13 12:50:46,11:53:29,12:50:46,2,Wednesday,13,11,53,-57.28333333333333,11
2494,4733,City,262.0,Trip Completed,2016-07-14 14:26:10,2016-07-14 15:21:15,14:26:10,15:21:15,3,Thursday,14,14,26,-55.083333333333336,14
2495,6124,Airport,262.0,Trip Completed,2016-07-15 15:30:45,2016-07-15 16:07:30,15:30:45,16:07:30,4,Friday,15,15,30,-36.75,15
2496,751,Airport,263.0,Trip Completed,2016-11-07 16:00:00,2016-11-07 16:33:00,16:00:00,16:33:00,0,Monday,7,16,0,-33.0,16
2497,992,City,263.0,Trip Completed,2016-11-07 19:00:00,2016-11-07 20:12:00,19:00:00,20:12:00,0,Monday,7,19,0,-72.0,19
2498,1247,Airport,263.0,Trip Completed,2016-11-07 21:51:00,2016-11-07 22:47:00,21:51:00,22:47:00,0,Monday,7,21,51,-56.0,21
2499,1465,City,263.0,Trip Completed,2016-12-07 04:59:00,2016-12-07 06:17:00,04:59:00,06:17:00,2,Wednesday,7,4,59,-78.0,4
2500,1686,City,263.0,Trip Completed,2016-12-07 07:49:00,2016-12-07 09:02:00,07:49:00,09:02:00,2,Wednesday,7,7,49,-73.0,7
2501,2642,City,263.0,Trip Completed,2016-12-07 22:33:00,2016-12-07 23:34:00,22:33:00,23:34:00,2,Wednesday,7,22,33,-61.0,22
2502,2907,Airport,263.0,Trip Completed,2016-07-13 06:05:43,2016-07-13 07:11:55,06:05:43,07:11:55,2,Wednesday,13,6,5,-66.2,6
2503,3408,City,263.0,Trip Completed,2016-07-13 15:27:17,2016-07-13 16:17:36,15:27:17,16:17:36,2,Wednesday,13,15,27,-50.31666666666667,15
2504,4488,City,263.0,Trip Completed,2016-07-14 08:59:00,2016-07-14 09:34:51,08:59:00,09:34:51,3,Thursday,14,8,59,-35.85,8
2505,6470,City,263.0,Trip Completed,2016-07-15 20:17:05,2016-07-15 21:16:02,20:17:05,21:16:02,4,Friday,15,20,17,-58.95,20
2506,5,Airport,264.0,Trip Completed,2016-11-07 00:36:00,2016-11-07 01:35:00,00:36:00,01:35:00,0,Monday,7,0,36,-59.0,0
2507,374,Airport,264.0,Trip Completed,2016-11-07 08:10:00,2016-11-07 09:03:00,08:10:00,09:03:00,0,Monday,7,8,10,-53.0,8
2508,721,City,264.0,Trip Completed,2016-11-07 14:56:00,2016-11-07 15:46:00,14:56:00,15:46:00,0,Monday,7,14,56,-50.0,14
2509,1130,City,264.0,Trip Completed,2016-11-07 20:27:00,2016-11-07 21:42:00,20:27:00,21:42:00,0,Monday,7,20,27,-75.0,20
2510,2449,Airport,264.0,Trip Completed,2016-12-07 20:26:00,2016-12-07 21:15:00,20:26:00,21:15:00,2,Wednesday,7,20,26,-49.0,20
2511,3755,Airport,264.0,Trip Completed,2016-07-13 20:33:45,2016-07-13 21:34:37,20:33:45,21:34:37,2,Wednesday,13,20,33,-60.86666666666667,20
2512,4521,City,264.0,Trip Completed,2016-07-14 09:15:54,2016-07-14 10:32:27,09:15:54,10:32:27,3,Thursday,14,9,15,-76.55,9
2513,4977,City,264.0,Trip Completed,2016-07-14 18:44:08,2016-07-14 19:24:02,18:44:08,19:24:02,3,Thursday,14,18,44,-39.9,18
2514,94,City,265.0,Trip Completed,2016-11-07 04:59:00,2016-11-07 05:58:00,04:59:00,05:58:00,0,Monday,7,4,59,-59.0,4
2515,1197,City,265.0,Trip Completed,2016-11-07 21:11:00,2016-11-07 22:01:00,21:11:00,22:01:00,0,Monday,7,21,11,-50.0,21
2516,1633,Airport,265.0,Trip Completed,2016-12-07 07:07:00,2016-12-07 08:07:00,07:07:00,08:07:00,2,Wednesday,7,7,7,-60.0,7
2517,1930,City,265.0,Trip Completed,2016-12-07 11:14:00,2016-12-07 12:13:00,11:14:00,12:13:00,2,Wednesday,7,11,14,-59.0,11
2518,6451,City,265.0,Trip Completed,2016-07-15 20:07:23,2016-07-15 21:05:28,20:07:23,21:05:28,4,Friday,15,20,7,-58.083333333333336,20
2519,389,City,266.0,Trip Completed,2016-11-07 08:20:00,2016-11-07 09:17:00,08:20:00,09:17:00,0,Monday,7,8,20,-57.0,8
2520,712,Airport,266.0,Trip Completed,2016-11-07 14:31:00,2016-11-07 15:01:00,14:31:00,15:01:00,0,Monday,7,14,31,-30.0,14
2521,972,Airport,266.0,Trip Completed,2016-11-07 18:52:00,2016-11-07 19:44:00,18:52:00,19:44:00,0,Monday,7,18,52,-52.0,18
2522,1811,City,266.0,Trip Completed,2016-12-07 09:14:00,2016-12-07 10:07:00,09:14:00,10:07:00,2,Wednesday,7,9,14,-53.0,9
2523,2126,City,266.0,Trip Completed,2016-12-07 16:52:00,2016-12-07 18:02:00,16:52:00,18:02:00,2,Wednesday,7,16,52,-70.0,16
2524,3383,City,266.0,Trip Completed,2016-07-13 14:26:01,2016-07-13 15:07:07,14:26:01,15:07:07,2,Wednesday,13,14,26,-41.1,14
2525,3594,City,266.0,Trip Completed,2016-07-13 18:31:35,2016-07-13 19:39:13,18:31:35,19:39:13,2,Wednesday,13,18,31,-67.63333333333334,18
2526,4337,City,266.0,Trip Completed,2016-07-14 07:10:55,2016-07-14 07:42:17,07:10:55,07:42:17,3,Thursday,14,7,10,-31.366666666666667,7
2527,4694,Airport,266.0,Trip Completed,2016-07-14 13:01:58,2016-07-14 13:38:15,13:01:58,13:38:15,3,Thursday,14,13,1,-36.28333333333333,13
2528,5891,Airport,266.0,Trip Completed,2016-07-15 09:37:46,2016-07-15 10:34:23,09:37:46,10:34:23,4,Friday,15,9,37,-56.61666666666667,9
2529,6035,Airport,266.0,Trip Completed,2016-07-15 12:59:50,2016-07-15 13:51:26,12:59:50,13:51:26,4,Friday,15,12,59,-51.6,12
2530,2604,City,267.0,Trip Completed,2016-12-07 22:05:00,2016-12-07 22:51:00,22:05:00,22:51:00,2,Wednesday,7,22,5,-46.0,22
2531,2761,City,267.0,Trip Completed,2016-07-13 03:55:10,2016-07-13 05:06:41,03:55:10,05:06:41,2,Wednesday,13,3,55,-71.51666666666667,3
2532,3496,Airport,267.0,Trip Completed,2016-07-13 17:37:32,2016-07-13 18:33:37,17:37:32,18:33:37,2,Wednesday,13,17,37,-56.083333333333336,17
2533,4950,City,267.0,Trip Completed,2016-07-14 18:29:55,2016-07-14 19:24:59,18:29:55,19:24:59,3,Thursday,14,18,29,-55.06666666666667,18
2534,6762,Airport,267.0,Trip Completed,2016-07-15 00:07:29,2016-07-15 00:52:50,00:07:29,00:52:50,4,Friday,15,0,7,-45.35,0
2535,5825,Airport,267.0,Trip Completed,2016-07-15 08:54:52,2016-07-15 09:52:31,08:54:52,09:52:31,4,Friday,15,8,54,-57.65,8
2536,251,Airport,268.0,Trip Completed,2016-11-07 06:36:00,2016-11-07 07:08:00,06:36:00,07:08:00,0,Monday,7,6,36,-32.0,6
2537,618,City,268.0,Trip Completed,2016-11-07 12:01:00,2016-11-07 13:03:00,12:01:00,13:03:00,0,Monday,7,12,1,-62.0,12
2538,1595,Airport,268.0,Trip Completed,2016-12-07 06:34:00,2016-12-07 07:10:00,06:34:00,07:10:00,2,Wednesday,7,6,34,-36.0,6
2539,2087,Airport,268.0,Trip Completed,2016-12-07 15:49:00,2016-12-07 16:56:00,15:49:00,16:56:00,2,Wednesday,7,15,49,-67.0,15
2540,3334,Airport,268.0,Trip Completed,2016-07-13 12:35:31,2016-07-13 13:30:18,12:35:31,13:30:18,2,Wednesday,13,12,35,-54.78333333333333,12
2541,3950,City,268.0,Trip Completed,2016-07-13 22:41:50,2016-07-13 23:34:24,22:41:50,23:34:24,2,Wednesday,13,22,41,-52.56666666666667,22
2542,4378,City,268.0,Trip Completed,2016-07-14 07:36:48,2016-07-14 08:22:15,07:36:48,08:22:15,3,Thursday,14,7,36,-45.45,7
2543,4714,City,268.0,Trip Completed,2016-07-14 13:30:24,2016-07-14 14:04:20,13:30:24,14:04:20,3,Thursday,14,13,30,-33.93333333333333,13
2544,4777,City,268.0,Trip Completed,2016-07-14 16:21:08,2016-07-14 16:52:28,16:21:08,16:52:28,3,Thursday,14,16,21,-31.333333333333332,16
2545,5619,Airport,268.0,Trip Completed,2016-07-15 06:30:21,2016-07-15 07:39:36,06:30:21,07:39:36,4,Friday,15,6,30,-69.25,6
2546,6649,Airport,268.0,Trip Completed,2016-07-15 22:07:56,2016-07-15 23:23:44,22:07:56,23:23:44,4,Friday,15,22,7,-75.8,22
2547,596,City,269.0,Trip Completed,2016-11-07 11:30:00,2016-11-07 12:28:00,11:30:00,12:28:00,0,Monday,7,11,30,-58.0,11
2548,910,Airport,269.0,Trip Completed,2016-11-07 18:21:00,2016-11-07 19:01:00,18:21:00,19:01:00,0,Monday,7,18,21,-40.0,18
2549,1751,Airport,269.0,Trip Completed,2016-12-07 08:39:00,2016-12-07 09:29:00,08:39:00,09:29:00,2,Wednesday,7,8,39,-50.0,8
2550,1952,City,269.0,Trip Completed,2016-12-07 11:30:00,2016-12-07 12:21:00,11:30:00,12:21:00,2,Wednesday,7,11,30,-51.0,11
2551,2814,City,269.0,Trip Completed,2016-07-13 05:09:48,2016-07-13 06:08:39,05:09:48,06:08:39,2,Wednesday,13,5,9,-58.85,5
2552,3425,City,269.0,Trip Completed,2016-07-13 15:52:00,2016-07-13 16:23:36,15:52:00,16:23:36,2,Wednesday,13,15,52,-31.6,15
2553,4525,Airport,269.0,Trip Completed,2016-07-14 09:27:27,2016-07-14 10:18:27,09:27:27,10:18:27,3,Thursday,14,9,27,-51.0,9
2554,4661,City,269.0,Trip Completed,2016-07-14 12:20:51,2016-07-14 12:57:06,12:20:51,12:57:06,3,Thursday,14,12,20,-36.25,12
2555,5533,City,269.0,Trip Completed,2016-07-15 05:20:37,2016-07-15 06:25:46,05:20:37,06:25:46,4,Friday,15,5,20,-65.15,5
2556,6101,City,269.0,Trip Completed,2016-07-15 14:52:02,2016-07-15 16:03:55,14:52:02,16:03:55,4,Friday,15,14,52,-71.88333333333334,14
2557,95,Airport,270.0,Trip Completed,2016-11-07 04:54:00,2016-11-07 06:03:00,04:54:00,06:03:00,0,Monday,7,4,54,-69.0,4
2558,944,City,270.0,Trip Completed,2016-11-07 18:35:00,2016-11-07 19:09:00,18:35:00,19:09:00,0,Monday,7,18,35,-34.0,18
2559,1066,Airport,270.0,Trip Completed,2016-11-07 19:58:00,2016-11-07 20:51:00,19:58:00,20:51:00,0,Monday,7,19,58,-53.0,19
2560,1592,City,270.0,Trip Completed,2016-12-07 06:37:00,2016-12-07 07:48:00,06:37:00,07:48:00,2,Wednesday,7,6,37,-71.0,6
2561,2461,Airport,270.0,Trip Completed,2016-12-07 20:32:00,2016-12-07 21:32:00,20:32:00,21:32:00,2,Wednesday,7,20,32,-60.0,20
2562,3039,Airport,270.0,Trip Completed,2016-07-13 07:34:49,2016-07-13 08:14:35,07:34:49,08:14:35,2,Wednesday,13,7,34,-39.766666666666666,7
2563,3768,City,270.0,Trip Completed,2016-07-13 20:39:10,2016-07-13 21:24:14,20:39:10,21:24:14,2,Wednesday,13,20,39,-45.06666666666667,20
2564,4277,City,270.0,Trip Completed,2016-07-14 06:22:48,2016-07-14 07:19:20,06:22:48,07:19:20,3,Thursday,14,6,22,-56.53333333333333,6
2565,4658,City,270.0,Trip Completed,2016-07-14 12:08:47,2016-07-14 13:05:45,12:08:47,13:05:45,3,Thursday,14,12,8,-56.96666666666667,12
2566,6111,City,270.0,Trip Completed,2016-07-15 15:03:22,2016-07-15 16:15:36,15:03:22,16:15:36,4,Friday,15,15,3,-72.23333333333333,15
2567,559,City,271.0,Trip Completed,2016-11-07 10:14:00,2016-11-07 11:03:00,10:14:00,11:03:00,0,Monday,7,10,14,-49.0,10
2568,860,City,271.0,Trip Completed,2016-11-07 17:56:00,2016-11-07 18:39:00,17:56:00,18:39:00,0,Monday,7,17,56,-43.0,17
2569,1724,City,271.0,Trip Completed,2016-12-07 08:19:00,2016-12-07 09:27:00,08:19:00,09:27:00,2,Wednesday,7,8,19,-68.0,8
2570,4409,City,271.0,Trip Completed,2016-07-14 08:10:55,2016-07-14 09:17:44,08:10:55,09:17:44,3,Thursday,14,8,10,-66.81666666666666,8
2571,5534,City,271.0,Trip Completed,2016-07-15 05:20:08,2016-07-15 05:54:26,05:20:08,05:54:26,4,Friday,15,5,20,-34.3,5
2572,5908,Airport,271.0,Trip Completed,2016-07-15 09:56:21,2016-07-15 11:08:19,09:56:21,11:08:19,4,Friday,15,9,56,-71.96666666666667,9
2573,597,Airport,272.0,Trip Completed,2016-11-07 11:30:00,2016-11-07 12:12:00,11:30:00,12:12:00,0,Monday,7,11,30,-42.0,11
2574,1417,City,272.0,Trip Completed,2016-12-07 03:37:00,2016-12-07 04:09:00,03:37:00,04:09:00,2,Wednesday,7,3,37,-32.0,3
2575,1714,Airport,272.0,Trip Completed,2016-12-07 08:14:00,2016-12-07 09:22:00,08:14:00,09:22:00,2,Wednesday,7,8,14,-68.0,8
2576,1919,City,272.0,Trip Completed,2016-12-07 10:59:00,2016-12-07 12:13:00,10:59:00,12:13:00,2,Wednesday,7,10,59,-74.0,10
2577,3256,Airport,272.0,Trip Completed,2016-07-13 10:08:03,2016-07-13 10:48:29,10:08:03,10:48:29,2,Wednesday,13,10,8,-40.43333333333333,10
2578,5286,City,272.0,Trip Completed,2016-07-14 21:40:48,2016-07-14 22:28:36,21:40:48,22:28:36,3,Thursday,14,21,40,-47.8,21
2579,5526,City,272.0,Trip Completed,2016-07-15 05:19:00,2016-07-15 06:13:40,05:19:00,06:13:40,4,Friday,15,5,19,-54.666666666666664,5
2580,5905,Airport,272.0,Trip Completed,2016-07-15 09:51:06,2016-07-15 10:29:06,09:51:06,10:29:06,4,Friday,15,9,51,-38.0,9
2581,6231,Airport,272.0,Trip Completed,2016-07-15 17:45:25,2016-07-15 18:24:44,17:45:25,18:24:44,4,Friday,15,17,45,-39.31666666666667,17
2582,258,Airport,273.0,Trip Completed,2016-11-07 06:36:00,2016-11-07 07:19:00,06:36:00,07:19:00,0,Monday,7,6,36,-43.0,6
2583,723,City,273.0,Trip Completed,2016-11-07 15:03:00,2016-11-07 15:54:00,15:03:00,15:54:00,0,Monday,7,15,3,-51.0,15
2584,930,City,273.0,Trip Completed,2016-11-07 18:27:00,2016-11-07 19:08:00,18:27:00,19:08:00,0,Monday,7,18,27,-41.0,18
2585,1498,City,273.0,Trip Completed,2016-12-07 05:30:00,2016-12-07 06:15:00,05:30:00,06:15:00,2,Wednesday,7,5,30,-45.0,5
2586,2553,Airport,273.0,Trip Completed,2016-12-07 21:23:00,2016-12-07 22:44:00,21:23:00,22:44:00,2,Wednesday,7,21,23,-81.0,21
2587,3777,Airport,273.0,Trip Completed,2016-07-13 20:47:31,2016-07-13 21:28:07,20:47:31,21:28:07,2,Wednesday,13,20,47,-40.6,20
2588,3914,City,273.0,Trip Completed,2016-07-13 22:09:53,2016-07-13 22:40:43,22:09:53,22:40:43,2,Wednesday,13,22,9,-30.833333333333332,22
2589,4114,City,273.0,Trip Completed,2016-07-14 04:04:43,2016-07-14 04:42:17,04:04:43,04:42:17,3,Thursday,14,4,4,-37.56666666666667,4
2590,5703,Airport,273.0,Trip Completed,2016-07-15 07:27:53,2016-07-15 08:23:13,07:27:53,08:23:13,4,Friday,15,7,27,-55.333333333333336,7
2591,5888,City,273.0,Trip Completed,2016-07-15 09:38:06,2016-07-15 10:35:38,09:38:06,10:35:38,4,Friday,15,9,38,-57.53333333333333,9
2592,6042,Airport,273.0,Trip Completed,2016-07-15 13:09:43,2016-07-15 14:30:50,13:09:43,14:30:50,4,Friday,15,13,9,-81.11666666666666,13
2593,6150,Airport,273.0,Trip Completed,2016-07-15 16:21:43,2016-07-15 17:20:32,16:21:43,17:20:32,4,Friday,15,16,21,-58.81666666666667,16
2594,410,City,274.0,Trip Completed,2016-11-07 08:34:00,2016-11-07 09:25:00,08:34:00,09:25:00,0,Monday,7,8,34,-51.0,8
2595,610,Airport,274.0,Trip Completed,2016-11-07 11:49:00,2016-11-07 12:58:00,11:49:00,12:58:00,0,Monday,7,11,49,-69.0,11
2596,719,Airport,274.0,Trip Completed,2016-11-07 14:52:00,2016-11-07 15:32:00,14:52:00,15:32:00,0,Monday,7,14,52,-40.0,14
2597,1060,City,274.0,Trip Completed,2016-11-07 19:50:00,2016-11-07 20:48:00,19:50:00,20:48:00,0,Monday,7,19,50,-58.0,19
2598,1929,City,274.0,Trip Completed,2016-12-07 11:18:00,2016-12-07 12:16:00,11:18:00,12:16:00,2,Wednesday,7,11,18,-58.0,11
2599,2101,City,274.0,Trip Completed,2016-12-07 16:10:00,2016-12-07 17:10:00,16:10:00,17:10:00,2,Wednesday,7,16,10,-60.0,16
2600,2282,City,274.0,Trip Completed,2016-12-07 18:42:00,2016-12-07 19:45:00,18:42:00,19:45:00,2,Wednesday,7,18,42,-63.0,18
2601,3190,City,274.0,Trip Completed,2016-07-13 09:28:16,2016-07-13 10:44:23,09:28:16,10:44:23,2,Wednesday,13,9,28,-76.11666666666666,9
2602,3412,City,274.0,Trip Completed,2016-07-13 15:26:37,2016-07-13 16:04:48,15:26:37,16:04:48,2,Wednesday,13,15,26,-38.18333333333333,15
2603,3725,City,274.0,Trip Completed,2016-07-13 20:00:58,2016-07-13 21:13:37,20:00:58,21:13:37,2,Wednesday,13,20,0,-72.65,20
2604,4612,City,274.0,Trip Completed,2016-07-14 10:41:28,2016-07-14 11:31:43,10:41:28,11:31:43,3,Thursday,14,10,41,-50.25,10
2605,5033,Airport,274.0,Trip Completed,2016-07-14 19:16:11,2016-07-14 20:06:00,19:16:11,20:06:00,3,Thursday,14,19,16,-49.81666666666667,19
2606,5764,City,274.0,Trip Completed,2016-07-15 08:17:31,2016-07-15 09:01:46,08:17:31,09:01:46,4,Friday,15,8,17,-44.25,8
2607,6750,Airport,274.0,Trip Completed,2016-07-15 23:51:42,2016-07-16 00:49:54,23:51:42,00:49:54,4,Friday,15,23,51,-58.2,23
2608,314,Airport,275.0,Trip Completed,2016-11-07 07:28:00,2016-11-07 08:15:00,07:28:00,08:15:00,0,Monday,7,7,28,-47.0,7
2609,757,Airport,275.0,Trip Completed,2016-11-07 16:01:00,2016-11-07 16:52:00,16:01:00,16:52:00,0,Monday,7,16,1,-51.0,16
2610,2123,City,275.0,Trip Completed,2016-12-07 16:45:00,2016-12-07 17:40:00,16:45:00,17:40:00,2,Wednesday,7,16,45,-55.0,16
2611,2824,City,275.0,Trip Completed,2016-07-13 05:10:28,2016-07-13 06:29:18,05:10:28,06:29:18,2,Wednesday,13,5,10,-78.83333333333333,5
2612,3445,Airport,275.0,Trip Completed,2016-07-13 16:39:52,2016-07-13 17:22:26,16:39:52,17:22:26,2,Wednesday,13,16,39,-42.56666666666667,16
2613,3690,Airport,275.0,Trip Completed,2016-07-13 19:43:33,2016-07-13 20:48:13,19:43:33,20:48:13,2,Wednesday,13,19,43,-64.66666666666667,19
2614,5440,Airport,275.0,Trip Completed,2016-07-15 03:04:32,2016-07-15 04:04:20,03:04:32,04:04:20,4,Friday,15,3,4,-59.8,3
2615,6090,Airport,275.0,Trip Completed,2016-07-15 14:31:47,2016-07-15 15:09:22,14:31:47,15:09:22,4,Friday,15,14,31,-37.583333333333336,14
2616,303,Airport,276.0,Trip Completed,2016-11-07 07:19:00,2016-11-07 08:01:00,07:19:00,08:01:00,0,Monday,7,7,19,-42.0,7
2617,560,Airport,276.0,Trip Completed,2016-11-07 10:16:00,2016-11-07 11:25:00,10:16:00,11:25:00,0,Monday,7,10,16,-69.0,10
2618,1319,City,276.0,Trip Completed,2016-11-07 22:48:00,2016-11-07 23:43:00,22:48:00,23:43:00,0,Monday,7,22,48,-55.0,22
2619,1493,Airport,276.0,Trip Completed,2016-12-07 05:28:00,2016-12-07 06:22:00,05:28:00,06:22:00,2,Wednesday,7,5,28,-54.0,5
2620,1662,City,276.0,Trip Completed,2016-12-07 07:27:00,2016-12-07 08:32:00,07:27:00,08:32:00,2,Wednesday,7,7,27,-65.0,7
2621,2020,City,276.0,Trip Completed,2016-12-07 13:40:00,2016-12-07 14:37:00,13:40:00,14:37:00,2,Wednesday,7,13,40,-57.0,13
2622,2407,City,276.0,Trip Completed,2016-12-07 19:57:00,2016-12-07 20:47:00,19:57:00,20:47:00,2,Wednesday,7,19,57,-50.0,19
2623,2818,Airport,276.0,Trip Completed,2016-07-13 05:05:59,2016-07-13 05:37:28,05:05:59,05:37:28,2,Wednesday,13,5,5,-31.483333333333334,5
2624,3827,City,276.0,Trip Completed,2016-07-13 21:10:35,2016-07-13 22:09:18,21:10:35,22:09:18,2,Wednesday,13,21,10,-58.71666666666667,21
2625,4421,City,276.0,Trip Completed,2016-07-14 08:16:58,2016-07-14 09:20:40,08:16:58,09:20:40,3,Thursday,14,8,16,-63.7,8
2626,5673,Airport,276.0,Trip Completed,2016-07-15 07:05:19,2016-07-15 07:39:49,07:05:19,07:39:49,4,Friday,15,7,5,-34.5,7
2627,6372,Airport,276.0,Trip Completed,2016-07-15 19:09:35,2016-07-15 19:37:24,19:09:35,19:37:24,4,Friday,15,19,9,-27.816666666666666,19
2628,6563,City,276.0,Trip Completed,2016-07-15 21:03:48,2016-07-15 22:21:22,21:03:48,22:21:22,4,Friday,15,21,3,-77.56666666666666,21
2629,579,City,277.0,Trip Completed,2016-11-07 11:04:00,2016-11-07 12:02:00,11:04:00,12:02:00,0,Monday,7,11,4,-58.0,11
2630,689,City,277.0,Trip Completed,2016-11-07 13:45:00,2016-11-07 14:19:00,13:45:00,14:19:00,0,Monday,7,13,45,-34.0,13
2631,724,Airport,277.0,Trip Completed,2016-11-07 15:06:00,2016-11-07 15:42:00,15:06:00,15:42:00,0,Monday,7,15,6,-36.0,15
2632,1499,City,277.0,Trip Completed,2016-12-07 05:30:00,2016-12-07 06:18:00,05:30:00,06:18:00,2,Wednesday,7,5,30,-48.0,5
2633,3960,Airport,277.0,Trip Completed,2016-07-13 22:52:41,2016-07-13 23:33:44,22:52:41,23:33:44,2,Wednesday,13,22,52,-41.05,22
2634,4919,Airport,277.0,Trip Completed,2016-07-14 18:16:47,2016-07-14 18:54:51,18:16:47,18:54:51,3,Thursday,14,18,16,-38.06666666666667,18
2635,6334,Airport,277.0,Trip Completed,2016-07-15 18:43:20,2016-07-15 19:50:18,18:43:20,19:50:18,4,Friday,15,18,43,-66.96666666666667,18
2636,1577,Airport,278.0,Trip Completed,2016-12-07 06:22:00,2016-12-07 07:37:00,06:22:00,07:37:00,2,Wednesday,7,6,22,-75.0,6
2637,2197,Airport,278.0,Trip Completed,2016-12-07 17:53:00,2016-12-07 18:27:00,17:53:00,18:27:00,2,Wednesday,7,17,53,-34.0,17
2638,2509,City,278.0,Trip Completed,2016-12-07 21:01:00,2016-12-07 21:51:00,21:01:00,21:51:00,2,Wednesday,7,21,1,-50.0,21
2639,3514,Airport,278.0,Trip Completed,2016-07-13 17:42:12,2016-07-13 18:29:48,17:42:12,18:29:48,2,Wednesday,13,17,42,-47.6,17
2640,4588,City,278.0,Trip Completed,2016-07-14 10:01:28,2016-07-14 11:11:25,10:01:28,11:11:25,3,Thursday,14,10,1,-69.95,10
2641,5929,Airport,278.0,Trip Completed,2016-07-15 10:06:37,2016-07-15 10:53:39,10:06:37,10:53:39,4,Friday,15,10,6,-47.03333333333333,10
2642,6335,City,278.0,Trip Completed,2016-07-15 18:45:58,2016-07-15 19:18:27,18:45:58,19:18:27,4,Friday,15,18,45,-32.483333333333334,18
2643,375,Airport,279.0,Trip Completed,2016-11-07 08:07:00,2016-11-07 09:26:00,08:07:00,09:26:00,0,Monday,7,8,7,-79.0,8
2644,555,City,279.0,Trip Completed,2016-11-07 10:16:00,2016-11-07 11:01:00,10:16:00,11:01:00,0,Monday,7,10,16,-45.0,10
2645,622,Airport,279.0,Trip Completed,2016-11-07 12:01:00,2016-11-07 13:15:00,12:01:00,13:15:00,0,Monday,7,12,1,-74.0,12
